market,date,temperature,rainfall
Tumkur,2024-03-28,29.62,0.0
Tumkur,2024-03-29,30.49,0.0
Tumkur,2024-03-30,30.64,0.0
Tumkur,2024-03-31,29.37,0.0
Tumkur,2024-04-01,29.41,0.0
Tumkur,2024-04-02,30.49,0.0
Tumkur,2024-04-03,30.74,0.0
Tumkur,2024-04-04,30.98,0.0
Tumkur,2024-04-05,31.52,0.0
Tumkur,2024-04-06,31.9,0.0
Tumkur,2024-04-07,31.65,0.0
Tumkur,2024-04-08,31.08,0.0
Tumkur,2024-04-09,30.61,0.0
Tumkur,2024-04-10,30.75,0.0
Tumkur,2024-04-11,30.84,0.0
Tumkur,2024-04-12,31.23,0.02
Tumkur,2024-04-13,31.13,0.63
Tumkur,2024-04-14,31.05,0.07
Tumkur,2024-04-15,31.13,0.0
Tumkur,2024-04-16,31.36,0.0
Tumkur,2024-04-17,32.16,0.0
Tumkur,2024-04-18,33.03,0.0
Tumkur,2024-04-19,32.32,0.25
Tumkur,2024-04-20,31.73,0.33
Tumkur,2024-04-21,32.62,0.0
Tumkur,2024-04-22,32.38,0.08
Tumkur,2024-04-23,32.07,0.07
Tumkur,2024-04-24,31.23,0.0
Tumkur,2024-04-25,32.26,0.0
Tumkur,2024-04-26,32.03,0.0
Tumkur,2024-04-27,31.66,0.0
Tumkur,2024-04-28,32.35,0.0
Tumkur,2024-04-29,32.39,0.0
Tumkur,2024-04-30,32.39,0.0
Tumkur,2024-05-01,32.36,0.0
Tumkur,2024-05-02,32.79,0.06
Tumkur,2024-05-03,33.29,4.67
Tumkur,2024-05-04,31.98,1.42
Tumkur,2024-05-05,31.54,0.02
Tumkur,2024-05-06,31.42,2.57
Tumkur,2024-05-07,29.46,10.99
Tumkur,2024-05-08,28.75,7.18
Tumkur,2024-05-09,29.33,4.26
Tumkur,2024-05-10,28.55,1.7
Tumkur,2024-05-11,28.71,5.26
Tumkur,2024-05-12,28.2,7.38
Tumkur,2024-05-13,27.51,17.15
Tumkur,2024-05-14,26.94,1.71
Tumkur,2024-05-15,27.86,0.05
Tumkur,2024-05-16,27.41,6.59
Tumkur,2024-05-17,27.21,2.41
Tumkur,2024-05-18,27.15,10.33
Tumkur,2024-05-19,25.37,19.33
Tumkur,2024-05-20,24.57,14.17
Tumkur,2024-05-21,25.93,6.02
Tumkur,2024-05-22,27.34,3.74
Tumkur,2024-05-23,27.91,0.29
Tumkur,2024-05-24,26.59,6.45
Tumkur,2024-05-25,24.33,4.66
Tumkur,2024-05-26,25.45,0.1
Tumkur,2024-05-27,26.29,0.01
Tumkur,2024-05-28,26.63,0.05
Tumkur,2024-05-29,26.28,0.02
Tumkur,2024-05-30,27.09,0.28
Tumkur,2024-05-31,27.71,0.18
Tumkur,2024-06-01,26.8,6.66
Tumkur,2024-06-02,25.74,52.86
Tumkur,2024-06-03,25.85,9.8
Tumkur,2024-06-04,25.21,1.84
Tumkur,2024-06-05,25.32,8.61
Tumkur,2024-06-06,25.28,6.41
Tumkur,2024-06-07,24.28,13.17
Tumkur,2024-06-08,24.91,0.81
Tumkur,2024-06-09,24.79,3.66
Tumkur,2024-06-10,24.19,6.55
Tumkur,2024-06-11,22.96,2.52
Tumkur,2024-06-12,23.24,1.58
Tumkur,2024-06-13,23.53,0.33
Tumkur,2024-06-14,23.47,4.43
Tumkur,2024-06-15,24.7,0.0
Tumkur,2024-06-16,25.25,1.09
Tumkur,2024-06-17,25.01,4.97
Tumkur,2024-06-18,24.47,3.17
Tumkur,2024-06-19,24.23,0.82
Tumkur,2024-06-20,24.88,1.73
Tumkur,2024-06-21,24.34,2.46
Tumkur,2024-06-22,24.06,0.03
Tumkur,2024-06-23,23.8,0.88
Tumkur,2024-06-24,24.2,0.42
Tumkur,2024-06-25,23.55,0.13
Tumkur,2024-06-26,22.85,0.75
Tumkur,2024-06-27,22.24,0.41
Tumkur,2024-06-28,23.86,0.08
Tumkur,2024-06-29,24.58,1.17
Tumkur,2024-06-30,24.25,2.15
Tumkur,2024-07-01,23.11,3.22
Tumkur,2024-07-02,24.83,0.03
Tumkur,2024-07-03,24.69,1.83
Tumkur,2024-07-04,25.04,0.37
Tumkur,2024-07-05,23.28,3.67
Tumkur,2024-07-06,24.21,1.16
Tumkur,2024-07-07,24.03,2.67
Tumkur,2024-07-08,23.42,8.04
Tumkur,2024-07-09,23.97,0.49
Tumkur,2024-07-10,24.2,1.29
Tumkur,2024-07-11,24.54,0.22
Tumkur,2024-07-12,23.53,2.56
Tumkur,2024-07-13,23.54,3.52
Tumkur,2024-07-14,23.78,1.87
Tumkur,2024-07-15,23.73,4.74
Tumkur,2024-07-16,24.21,4.39
Tumkur,2024-07-17,23.98,4.14
Tumkur,2024-07-18,24.19,3.59
Tumkur,2024-07-19,23.7,5.48
Tumkur,2024-07-20,23.72,0.74
Tumkur,2024-07-21,24.22,1.64
Tumkur,2024-07-22,23.93,1.31
Tumkur,2024-07-23,23.67,2.07
Tumkur,2024-07-24,23.68,2.39
Tumkur,2024-07-25,24.25,1.34
Tumkur,2024-07-26,24.45,4.14
Tumkur,2024-07-27,24.28,0.14
Tumkur,2024-07-28,24.75,0.01
Tumkur,2024-07-29,25.28,1.27
Tumkur,2024-07-30,24.21,3.42
Tumkur,2024-07-31,24.25,9.79
Tumkur,2024-08-01,24.45,5.53
Tumkur,2024-08-02,23.94,1.36
Tumkur,2024-08-03,22.99,0.61
Tumkur,2024-08-04,23.01,0.39
Tumkur,2024-08-05,24.31,12.17
Tumkur,2024-08-06,23.99,6.02
Tumkur,2024-08-07,23.26,3.12
Tumkur,2024-08-08,23.84,5.44
Tumkur,2024-08-09,24.62,2.83
Tumkur,2024-08-10,24.37,1.22
Tumkur,2024-08-11,24.19,4.75
Tumkur,2024-08-12,24.08,40.69
Tumkur,2024-08-13,25.52,8.39
Tumkur,2024-08-14,25.75,4.54
Tumkur,2024-08-15,26.72,3.08
Tumkur,2024-08-16,26.24,10.52
Tumkur,2024-08-17,25.47,11.22
Tumkur,2024-08-18,25.86,4.96
Tumkur,2024-08-19,25.62,9.83
Tumkur,2024-08-20,25.47,14.49
Tumkur,2024-08-21,24.42,6.93
Tumkur,2024-08-22,24.07,0.11
Tumkur,2024-08-23,24.14,0.05
Tumkur,2024-08-24,23.11,0.06
Tumkur,2024-08-25,23.24,0.03
Tumkur,2024-08-26,23.97,0.06
Tumkur,2024-08-27,23.5,0.61
Tumkur,2024-08-28,23.31,0.53
Tumkur,2024-08-29,23.92,4.59
Tumkur,2024-08-30,23.26,12.61
Tumkur,2024-08-31,22.73,3.0
Tumkur,2024-09-01,23.34,0.32
Tumkur,2024-09-02,22.98,2.56
Tumkur,2024-09-03,23.96,0.64
Tumkur,2024-09-04,23.8,3.86
Tumkur,2024-09-05,23.77,5.48
Tumkur,2024-09-06,23.37,1.78
Tumkur,2024-09-07,23.38,1.04
Tumkur,2024-09-08,23.4,1.83
Tumkur,2024-09-09,24.15,0.61
Tumkur,2024-09-10,23.97,2.19
Tumkur,2024-09-11,23.92,0.56
Tumkur,2024-09-12,23.38,0.29
Tumkur,2024-09-13,23.72,0.01
Tumkur,2024-09-14,23.85,0.02
Tumkur,2024-09-15,23.68,0.01
Tumkur,2024-09-16,23.59,0.09
Tumkur,2024-09-17,23.8,0.1
Tumkur,2024-09-18,23.34,0.07
Tumkur,2024-09-19,23.85,0.06
Tumkur,2024-09-20,24.24,0.38
Tumkur,2024-09-21,24.26,4.11
Tumkur,2024-09-22,23.39,2.52
Tumkur,2024-09-23,23.78,2.54
Tumkur,2024-09-24,24.15,14.23
Tumkur,2024-09-25,23.85,0.18
Tumkur,2024-09-26,23.84,0.06
Tumkur,2024-09-27,23.81,0.55
Tumkur,2024-09-28,24.03,12.29
Tumkur,2024-09-29,24.72,9.1
Tumkur,2024-09-30,25.29,0.3
Tumkur,2024-10-01,26.07,0.0
Tumkur,2024-10-02,26.13,8.54
Tumkur,2024-10-03,24.47,12.94
Tumkur,2024-10-04,24.11,8.29
Tumkur,2024-10-05,23.55,9.64
Tumkur,2024-10-06,22.96,4.71
Tumkur,2024-10-07,23.32,0.37
Tumkur,2024-10-08,24.25,5.09
Tumkur,2024-10-09,24.39,1.12
Tumkur,2024-10-10,24.53,3.79
Tumkur,2024-10-11,24.38,2.81
Tumkur,2024-10-12,23.73,7.28
Tumkur,2024-10-13,23.98,2.65
Tumkur,2024-10-14,23.05,5.99
Tumkur,2024-10-15,22.65,20.13
Tumkur,2024-10-16,22.26,34.35
Tumkur,2024-10-17,23.29,2.37
Tumkur,2024-10-18,23.09,6.17
Tumkur,2024-10-19,22.97,9.73
Tumkur,2024-10-20,23.61,14.37
Tumkur,2024-10-21,23.76,30.09
Tumkur,2024-10-22,23.93,7.54
Tumkur,2024-10-23,23.44,15.09
Tumkur,2024-10-24,23.29,0.86
Tumkur,2024-10-25,22.91,0.1
Tumkur,2024-10-26,22.4,0.0
Tumkur,2024-10-27,22.37,0.07
Tumkur,2024-10-28,23.05,0.06
Tumkur,2024-10-29,23.46,0.0
Tumkur,2024-10-30,23.77,1.8
Tumkur,2024-10-31,23.22,3.0
Tumkur,2024-11-01,23.41,0.2
Tumkur,2024-11-02,23.26,0.75
Tumkur,2024-11-03,23.31,0.24
Tumkur,2024-11-04,23.04,0.18
Tumkur,2024-11-05,22.22,0.67
Tumkur,2024-11-06,22.0,0.0
Tumkur,2024-11-07,22.65,0.0
Tumkur,2024-11-08,23.1,0.0
Tumkur,2024-11-09,22.33,0.0
Tumkur,2024-11-10,21.61,0.0
Tumkur,2024-11-11,21.06,0.0
Tumkur,2024-11-12,20.77,1.72
Tumkur,2024-11-13,22.88,0.17
Tumkur,2024-11-14,23.28,3.69
Tumkur,2024-11-15,23.06,4.04
Tumkur,2024-11-16,22.99,2.32
Tumkur,2024-11-17,22.87,0.16
Tumkur,2024-11-18,22.86,0.02
Tumkur,2024-11-19,22.32,0.0
Tumkur,2024-11-20,21.58,0.0
Tumkur,2024-11-21,21.17,0.0
Tumkur,2024-11-22,20.36,0.0
Tumkur,2024-11-23,20.99,0.0
Tumkur,2024-11-24,21.24,0.0
Tumkur,2024-11-25,20.94,0.0
Tumkur,2024-11-26,20.99,0.87
Tumkur,2024-11-27,21.76,0.18
Tumkur,2024-11-28,20.78,0.0
Tumkur,2024-11-29,20.88,0.0
Tumkur,2024-11-30,22.51,1.91
Tumkur,2024-12-01,21.72,18.95
Tumkur,2024-12-02,22.11,22.92
Tumkur,2024-12-03,22.33,10.81
Tumkur,2024-12-04,23.04,2.3
Tumkur,2024-12-05,23.33,0.68
Tumkur,2024-12-06,23.34,0.38
Tumkur,2024-12-07,23.05,0.0
Tumkur,2024-12-08,23.39,0.01
Tumkur,2024-12-09,22.75,0.0
Tumkur,2024-12-10,22.89,0.0
Tumkur,2024-12-11,22.5,0.01
Tumkur,2024-12-12,21.43,5.67
Tumkur,2024-12-13,21.22,0.26
Tumkur,2024-12-14,21.14,0.08
Tumkur,2024-12-15,18.99,0.0
Tumkur,2024-12-16,17.86,0.0
Tumkur,2024-12-17,19.86,0.24
Tumkur,2024-12-18,20.62,0.14
Tumkur,2024-12-19,22.91,0.11
Tumkur,2024-12-20,23.16,0.09
Tumkur,2024-12-21,23.66,0.01
Tumkur,2024-12-22,23.02,0.01
Tumkur,2024-12-23,22.65,0.0
Tumkur,2024-12-24,22.47,0.0
Tumkur,2024-12-25,21.96,0.3
Tumkur,2024-12-26,23.04,4.82
Tumkur,2024-12-27,22.55,2.55
Tumkur,2024-12-28,21.87,0.1
Tumkur,2024-12-29,21.46,0.0
Tumkur,2024-12-30,21.81,0.0
Tumkur,2024-12-31,21.52,0.0
Tumkur,2025-01-01,20.55,0.0
Tumkur,2025-01-02,20.48,0.0
Tumkur,2025-01-03,19.9,0.0
Tumkur,2025-01-04,19.43,0.0
Tumkur,2025-01-05,19.54,0.0
Tumkur,2025-01-06,19.86,0.0
Tumkur,2025-01-07,19.8,0.0
Tumkur,2025-01-08,19.27,0.0
Tumkur,2025-01-09,19.81,0.0
Tumkur,2025-01-10,21.51,0.0
Tumkur,2025-01-11,22.69,0.0
Tumkur,2025-01-12,22.65,0.0
Tumkur,2025-01-13,23.49,0.3
Tumkur,2025-01-14,23.14,0.1
Tumkur,2025-01-15,22.15,0.0
Tumkur,2025-01-16,21.87,0.0
Tumkur,2025-01-17,21.63,0.0
Tumkur,2025-01-18,21.62,0.35
Tumkur,2025-01-19,21.97,3.4
Tumkur,2025-01-20,21.99,0.13
Tumkur,2025-01-21,20.92,0.0
Tumkur,2025-01-22,21.92,0.0
Tumkur,2025-01-23,22.53,0.0
Tumkur,2025-01-24,21.58,0.0
Tumkur,2025-01-25,21.03,0.0
Tumkur,2025-01-26,20.39,0.0
Tumkur,2025-01-27,20.85,0.0
Tumkur,2025-01-28,21.63,0.0
Tumkur,2025-01-29,21.87,0.0
Tumkur,2025-01-30,22.03,0.0
Tumkur,2025-01-31,23.89,0.0
Tumkur,2025-02-01,24.65,0.0
Tumkur,2025-02-02,23.99,0.0
Tumkur,2025-02-03,23.08,0.0
Tumkur,2025-02-04,23.6,0.0
Tumkur,2025-02-05,23.7,0.0
Tumkur,2025-02-06,23.64,0.0
Tumkur,2025-02-07,23.81,0.0
Tumkur,2025-02-08,24.04,0.0
Tumkur,2025-02-09,24.13,0.0
Tumkur,2025-02-10,23.63,0.0
Tumkur,2025-02-11,23.8,0.0
Tumkur,2025-02-12,24.22,0.0
Tumkur,2025-02-13,24.61,0.0
Tumkur,2025-02-14,24.7,0.0
Tumkur,2025-02-15,24.66,0.0
Tumkur,2025-02-16,24.48,0.0
Tumkur,2025-02-17,25.03,0.0
Tumkur,2025-02-18,25.43,0.0
Tumkur,2025-02-19,26.2,0.0
Tumkur,2025-02-20,27.03,0.0
Tumkur,2025-02-21,26.77,0.0
Tumkur,2025-02-22,26.34,0.0
Tumkur,2025-02-23,25.62,0.0
Tumkur,2025-02-24,25.35,0.0
Tumkur,2025-02-25,25.02,0.0
Tumkur,2025-02-26,25.63,0.0
Tumkur,2025-02-27,25.46,0.0
Tumkur,2025-02-28,25.63,0.0
Tumkur,2025-03-01,26.52,0.0
